"Product","Category","2-Day","2-Week","2-Month"
"Mary Kay True Optimism Eau de Parfum","fragrance","Hey [Name], I wanted to check in — have you gotten any compliments on your new scent yet?","Hey [Name], how are you? Just checking in — I hope your perfume is becoming your signature scent! Let me know if you have any questions or need anything!","Hey [Name]! How are you doing on the True Optimism Eau de Parfum? Ready for another bottle?"
"Mary Kay Ultimate Mascara - Black","color","Hey [Name], I wanted to check in — how are you loving the mascara?","Hey [Name], how are you? Just checking in on your mascara — I hope it's become a daily staple! Let me know if you have any questions or need anything!","Hey [Name]! Running low on the Ultimate Mascara yet? Just say the word and I'll get more headed your way!"
"Mary Kay Ultimate Mascara - Black Brown","color","Hey [Name], I wanted to check in — how are you loving the mascara?","Hey [Name], how are you? Just checking in on your mascara — I hope it's become a daily staple! Let me know if you have any questions or need anything!","Hey [Name]! Running low on the Ultimate Mascara yet? Just say the word and I'll get more headed your way!"
"Mary Kay Ultimate Mascara - Black Brown (Old SKU)","color","Hey [Name], I wanted to check in — how are you loving the mascara?","Hey [Name], how are you? Just checking in on your mascara — I hope it's become a daily staple! Let me know if you have any questions or need anything!","Hey [Name]! Running low on the Ultimate Mascara yet? Just say the word and I'll get more headed your way!"
"Mary Kay Undereye Corrector - Deep Peach","fallback","Hey [Name], I wanted to check in — how are you liking the Undereye Corrector so far?","Hey [Name], how are you? Just checking in — I hope you're loving everything! Let me know if you have any questions or need anything!","Hey [Name]! It's been a couple months — are you running low on the Undereye Corrector? I'd love to help you restock!"
"Mary Kay Undereye Corrector - Light Peach","fallback","Hey [Name], I wanted to check in — how are you liking the Undereye Corrector so far?","Hey [Name], how are you? Just checking in — I hope you're loving everything! Let me know if you have any questions or need anything!","Hey [Name]! It's been a couple months — are you running low on the Undereye Corrector? I'd love to help you restock!"
"Mary Kay Undereye Corrector - Undereye Corrector","fallback","Hey [Name], I wanted to check in — how are you liking the Undereye Corrector so far?","Hey [Name], how are you? Just checking in — I hope you're loving everything! Let me know if you have any questions or need anything!","Hey [Name]! It's been a couple months — are you running low on the Undereye Corrector? I'd love to help you restock!"
"Mary Kay Unlimited Lip Gloss - Beach Bronze","color","Hey [Name], I wanted to check in — how are you loving the lip gloss?","Hey [Name], how are you? Just checking in on your lip gloss — I hope it's become a daily staple! Let me know if you have any questions or need anything!","Hey [Name]! Running low on the Unlimited Lip Gloss yet? Just say the word and I'll get more headed your way!"
"Mary Kay Unlimited Lip Gloss - Berry Delight","color","Hey [Name], I wanted to check in — how are you loving the lip gloss?","Hey [Name], how are you? Just checking in on your lip gloss — I hope it's become a daily staple! Let me know if you have any questions or need anything!","Hey [Name]! Running low on the Unlimited Lip Gloss yet? Just say the word and I'll get more headed your way!"
"Mary Kay Unlimited Lip Gloss - Evening Berry Pearl","color","Hey [Name], I wanted to check in — how are you loving the lip gloss?","Hey [Name], how are you? Just checking in on your lip gloss — I hope it's become a daily staple! Let me know if you have any questions or need anything!","Hey [Name]! Running low on the Unlimited Lip Gloss yet? Just say the word and I'll get more headed your way!"
"Mary Kay Unlimited Lip Gloss - Fancy Nancy","color","Hey [Name], I wanted to check in — how are you loving the lip gloss?","Hey [Name], how are you? Just checking in on your lip gloss — I hope it's become a daily staple! Let me know if you have any questions or need anything!","Hey [Name]! Running low on the Unlimited Lip Gloss yet? Just say the word and I'll get more headed your way!"
"Mary Kay Unlimited Lip Gloss - Hopeful Lilac","color","Hey [Name], I wanted to check in — how are you loving the lip gloss?","Hey [Name], how are you? Just checking in on your lip gloss — I hope it's become a daily staple! Let me know if you have any questions or need anything!","Hey [Name]! Running low on the Unlimited Lip Gloss yet? Just say the word and I'll get more headed your way!"
"Mary Kay Unlimited Lip Gloss - Iconic Red","color","Hey [Name], I wanted to check in — how are you loving the lip gloss?","Hey [Name], how are you? Just checking in on your lip gloss — I hope it's become a daily staple! Let me know if you have any questions or need anything!","Hey [Name]! Running low on the Unlimited Lip Gloss yet? Just say the word and I'll get more headed your way!"
"Mary Kay Unlimited Lip Gloss - Nude Blush","color","Hey [Name], I wanted to check in — how are you loving the lip gloss?","Hey [Name], how are you? Just checking in on your lip gloss — I hope it's become a daily staple! Let me know if you have any questions or need anything!","Hey [Name]! Running low on the Unlimited Lip Gloss yet? Just say the word and I'll get more headed your way!"
"Mary Kay Unlimited Lip Gloss - Pink Ballerina","color","Hey [Name], I wanted to check in — how are you loving the lip gloss?","Hey [Name], how are you? Just checking in on your lip gloss — I hope it's become a daily staple! Let me know if you have any questions or need anything!","Hey [Name]! Running low on the Unlimited Lip Gloss yet? Just say the word and I'll get more headed your way!"
"Mary Kay Unlimited Lip Gloss - Pink Fusion","color","Hey [Name], I wanted to check in — how are you loving the lip gloss?","Hey [Name], how are you? Just checking in on your lip gloss — I hope it's become a daily staple! Let me know if you have any questions or need anything!","Hey [Name]! Running low on the Unlimited Lip Gloss yet? Just say the word and I'll get more headed your way!"
"Mary Kay Unlimited Lip Gloss - Sheer Illusion","color","Hey [Name], I wanted to check in — how are you loving the lip gloss?","Hey [Name], how are you? Just checking in on your lip gloss — I hope it's become a daily staple! Let me know if you have any questions or need anything!","Hey [Name]! Running low on the Unlimited Lip Gloss yet? Just say the word and I'll get more headed your way!"
"Mary Kay Unlimited Lip Gloss - Soft Nude","color","Hey [Name], I wanted to check in — how are you loving the lip gloss?","Hey [Name], how are you? Just checking in on your lip gloss — I hope it's become a daily staple! Let me know if you have any questions or need anything!","Hey [Name]! Running low on the Unlimited Lip Gloss yet? Just say the word and I'll get more headed your way!"
"Mary Kay Unlimited Lip Gloss - Tawny Nude","color","Hey [Name], I wanted to check in — how are you loving the lip gloss?","Hey [Name], how are you? Just checking in on your lip gloss — I hope it's become a daily staple! Let me know if you have any questions or need anything!","Hey [Name]! Running low on the Unlimited Lip Gloss yet? Just say the word and I'll get more headed your way!"
"Mary Kay Unlimited Lip Gloss - Unique Mauve","color","Hey [Name], I wanted to check in — how are you loving the lip gloss?","Hey [Name], how are you? Just checking in on your lip gloss — I hope it's become a daily staple! Let me know if you have any questions or need anything!","Hey [Name]! Running low on the Unlimited Lip Gloss yet? Just say the word and I'll get more headed your way!"
"Mary Kay Unlimited Lip Gloss Set Deluxe Mini (Single)","color","Hey [Name], I wanted to check in — how are you loving the lip gloss?","Hey [Name], how are you? Just checking in on your lip gloss — I hope it's become a daily staple! Let me know if you have any questions or need anything!","Hey [Name]! Running low on the Unlimited Lip Gloss Set Deluxe Mini (Single) yet? Just say the word and I'll get more headed your way!"
"Mary Kay Velvet Lip Crayon - Pink Rose","fallback","Hey [Name], I wanted to check in — how are you liking the Velvet Lip Crayon so far?","Hey [Name], how are you? Just checking in — I hope you're loving everything! Let me know if you have any questions or need anything!","Hey [Name]! It's been a couple months — are you running low on the Velvet Lip Crayon? I'd love to help you restock!"
"Mary Kay Velvet Lip Crayon - Visionary Pink","fallback","Hey [Name], I wanted to check in — how are you liking the Velvet Lip Crayon so far?","Hey [Name], how are you? Just checking in — I hope you're loving everything! Let me know if you have any questions or need anything!","Hey [Name]! It's been a couple months — are you running low on the Velvet Lip Crayon? I'd love to help you restock!"
"Mary Kay Vinyl Shine Liquid Lip Set - Neutral (Brilliant Brown & Glowing Neutral)","fallback","Hey [Name], I wanted to check in — how are you liking the Vinyl Shine Liquid Lip Set so far?","Hey [Name], how are you? Just checking in — I hope you're loving everything! Let me know if you have any questions or need anything!","Hey [Name]! It's been a couple months — are you running low on the Vinyl Shine Liquid Lip Set? I'd love to help you restock!"
"Mary Kay Volumizing Brow Tint - Blonde","skincare","Hey [Name], I wanted to check in — how are you enjoying the skincare routine?","Hey [Name], how are you? Just checking in — the trick with a skincare routine is sticking with it consistently! Week 2-3 is when most people really start noticing a difference! Let me know if you have any questions or need anything!","Hey [Name]! You're probably getting close to finishing your Volumizing Brow Tint — want me to get another one on the way before you run out?"
"Mary Kay Volumizing Brow Tint - Brunette","skincare","Hey [Name], I wanted to check in — how are you enjoying the skincare routine?","Hey [Name], how are you? Just checking in — the trick with a skincare routine is sticking with it consistently! Week 2-3 is when most people really start noticing a difference! Let me know if you have any questions or need anything!","Hey [Name]! You're probably getting close to finishing your Volumizing Brow Tint — want me to get another one on the way before you run out?"
"Mary Kay Volumizing Brow Tint - Dark Blonde","skincare","Hey [Name], I wanted to check in — how are you enjoying the skincare routine?","Hey [Name], how are you? Just checking in — the trick with a skincare routine is sticking with it consistently! Week 2-3 is when most people really start noticing a difference! Let me know if you have any questions or need anything!","Hey [Name]! You're probably getting close to finishing your Volumizing Brow Tint — want me to get another one on the way before you run out?"
"Mary Kay Volumizing Brow Tint - Dark Brunette","skincare","Hey [Name], I wanted to check in — how are you enjoying the skincare routine?","Hey [Name], how are you? Just checking in — the trick with a skincare routine is sticking with it consistently! Week 2-3 is when most people really start noticing a difference! Let me know if you have any questions or need anything!","Hey [Name]! You're probably getting close to finishing your Volumizing Brow Tint — want me to get another one on the way before you run out?"
"Mary Kay Waterproof Eyeliner - Amethyst","color","Hey [Name], I wanted to check in — how are you loving the eyeliner?","Hey [Name], how are you? Just checking in on your eyeliner — I hope it's become a daily staple! Let me know if you have any questions or need anything!","Hey [Name]! Running low on the Waterproof Eyeliner yet? Just say the word and I'll get more headed your way!"
"Mary Kay Waterproof Eyeliner - Black","color","Hey [Name], I wanted to check in — how are you loving the eyeliner?","Hey [Name], how are you? Just checking in on your eyeliner — I hope it's become a daily staple! Let me know if you have any questions or need anything!","Hey [Name]! Running low on the Waterproof Eyeliner yet? Just say the word and I'll get more headed your way!"
"Mary Kay Waterproof Eyeliner - Blue","color","Hey [Name], I wanted to check in — how are you loving the eyeliner?","Hey [Name], how are you? Just checking in on your eyeliner — I hope it's become a daily staple! Let me know if you have any questions or need anything!","Hey [Name]! Running low on the Waterproof Eyeliner yet? Just say the word and I'll get more headed your way!"
"Mary Kay Waterproof Eyeliner - Brown","color","Hey [Name], I wanted to check in — how are you loving the eyeliner?","Hey [Name], how are you? Just checking in on your eyeliner — I hope it's become a daily staple! Let me know if you have any questions or need anything!","Hey [Name]! Running low on the Waterproof Eyeliner yet? Just say the word and I'll get more headed your way!"
"Mary Kay Waterproof Eyeliner - Copper","color","Hey [Name], I wanted to check in — how are you loving the eyeliner?","Hey [Name], how are you? Just checking in on your eyeliner — I hope it's become a daily staple! Let me know if you have any questions or need anything!","Hey [Name]! Running low on the Waterproof Eyeliner yet? Just say the word and I'll get more headed your way!"
"Mary Kay Waterproof Eyeliner - Emerald","color","Hey [Name], I wanted to check in — how are you loving the eyeliner?","Hey [Name], how are you? Just checking in on your eyeliner — I hope it's become a daily staple! Let me know if you have any questions or need anything!","Hey [Name]! Running low on the Waterproof Eyeliner yet? Just say the word and I'll get more headed your way!"
"Mary Kay Waterproof Eyeliner - Steely","color","Hey [Name], I wanted to check in — how are you loving the eyeliner?","Hey [Name], how are you? Just checking in on your eyeliner — I hope it's become a daily staple! Let me know if you have any questions or need anything!","Hey [Name]! Running low on the Waterproof Eyeliner yet? Just say the word and I'll get more headed your way!"
"Mary Kay Waterproof Lip Liner - Auburn Nude, Matte","color","Hey [Name], I wanted to check in — how are you loving the lip liner?","Hey [Name], how are you? Just checking in on your lip liner — I hope it's become a daily staple! Let me know if you have any questions or need anything!","Hey [Name]! Running low on the Waterproof Lip Liner yet? Just say the word and I'll get more headed your way!"
"Mary Kay Waterproof Lip Liner - Beige Nude, Matte","color","Hey [Name], I wanted to check in — how are you loving the lip liner?","Hey [Name], how are you? Just checking in on your lip liner — I hope it's become a daily staple! Let me know if you have any questions or need anything!","Hey [Name]! Running low on the Waterproof Lip Liner yet? Just say the word and I'll get more headed your way!"
"Mary Kay Waterproof Lip Liner - Berry, Matte","color","Hey [Name], I wanted to check in — how are you loving the lip liner?","Hey [Name], how are you? Just checking in on your lip liner — I hope it's become a daily staple! Let me know if you have any questions or need anything!","Hey [Name]! Running low on the Waterproof Lip Liner yet? Just say the word and I'll get more headed your way!"
"Mary Kay Waterproof Lip Liner - Hot Pink","color","Hey [Name], I wanted to check in — how are you loving the lip liner?","Hey [Name], how are you? Just checking in on your lip liner — I hope it's become a daily staple! Let me know if you have any questions or need anything!","Hey [Name]! Running low on the Waterproof Lip Liner yet? Just say the word and I'll get more headed your way!"
"Mary Kay Waterproof Lip Liner - Mauve Nude, Matte","color","Hey [Name], I wanted to check in — how are you loving the lip liner?","Hey [Name], how are you? Just checking in on your lip liner — I hope it's become a daily staple! Let me know if you have any questions or need anything!","Hey [Name]! Running low on the Waterproof Lip Liner yet? Just say the word and I'll get more headed your way!"
"Mary Kay Waterproof Lip Liner - Pink Nude, Matte","color","Hey [Name], I wanted to check in — how are you loving the lip liner?","Hey [Name], how are you? Just checking in on your lip liner — I hope it's become a daily staple! Let me know if you have any questions or need anything!","Hey [Name]! Running low on the Waterproof Lip Liner yet? Just say the word and I'll get more headed your way!"
"Mary Kay Waterproof Lip Liner - Red, Matte","color","Hey [Name], I wanted to check in — how are you loving the lip liner?","Hey [Name], how are you? Just checking in on your lip liner — I hope it's become a daily staple! Let me know if you have any questions or need anything!","Hey [Name]! Running low on the Waterproof Lip Liner yet? Just say the word and I'll get more headed your way!"
"Mary Kay Waterproof Lip Liner - Rose, Matte","color","Hey [Name], I wanted to check in — how are you loving the lip liner?","Hey [Name], how are you? Just checking in on your lip liner — I hope it's become a daily staple! Let me know if you have any questions or need anything!","Hey [Name]! Running low on the Waterproof Lip Liner yet? Just say the word and I'll get more headed your way!"
"Mary Kay Waterproof Lip Liner - Tangerine","color","Hey [Name], I wanted to check in — how are you loving the lip liner?","Hey [Name], how are you? Just checking in on your lip liner — I hope it's become a daily staple! Let me know if you have any questions or need anything!","Hey [Name]! Running low on the Waterproof Lip Liner yet? Just say the word and I'll get more headed your way!"
"Mary Kay Waterproof Lip Liner - Truffle Nude, Matte","color","Hey [Name], I wanted to check in — how are you loving the lip liner?","Hey [Name], how are you? Just checking in on your lip liner — I hope it's become a daily staple! Let me know if you have any questions or need anything!","Hey [Name]! Running low on the Waterproof Lip Liner yet? Just say the word and I'll get more headed your way!"
"Mary Kay Waterproof Lip Liner - Violet Lilac","color","Hey [Name], I wanted to check in — how are you loving the lip liner?","Hey [Name], how are you? Just checking in on your lip liner — I hope it's become a daily staple! Let me know if you have any questions or need anything!","Hey [Name]! Running low on the Waterproof Lip Liner yet? Just say the word and I'll get more headed your way!"
"Mary Kay Waterproof Liquid Eyeliner Pen - Intense Black","color","Hey [Name], I wanted to check in — how are you loving the eyeliner?","Hey [Name], how are you? Just checking in on your eyeliner — I hope it's become a daily staple! Let me know if you have any questions or need anything!","Hey [Name]! Running low on the Waterproof Liquid Eyeliner Pen yet? Just say the word and I'll get more headed your way!"
"Mary Kay Women's Fragrance Gift Set","fragrance","Hey [Name], I wanted to check in — have you gotten any compliments on your new scent yet?","Hey [Name], how are you? Just checking in — I hope your perfume is becoming your signature scent! Let me know if you have any questions or need anything!","Hey [Name]! How are you doing on the Women's Fragrance Gift Set? Ready for another bottle?"
"Mint Bliss Energizing Lotion for Feet & Legs","body","Hey [Name], I wanted to check in — how are you enjoying the Mint Bliss Energizing Lotion for Feet & Legs?","Hey [Name], how are you? Just checking in — I hope you're loving your body care! Let me know if you have any questions or need anything!","Hey [Name]! Getting close to finishing your Mint Bliss Energizing Lotion for Feet & Legs? Let me know when you're ready for more!"
"Mix & Mask","skincare","Hey [Name], I wanted to check in — how are you enjoying the mask?","Hey [Name], how are you? Just checking in — the trick with a mask is sticking with it consistently! Week 2-3 is when most people really start noticing a difference! Let me know if you have any questions or need anything!","Hey [Name]! You're probably getting close to finishing your Mix & Mask — want me to get another one on the way before you run out?"
"Orchard Peach Satin Hands Nourishing Shea Cream - Orchard Peach","body","Hey [Name], I wanted to check in — how are you enjoying the Orchard Peach Satin Hands Nourishing Shea Cream?","Hey [Name], how are you? Just checking in — I hope you're loving your body care! Let me know if you have any questions or need anything!","Hey [Name]! Getting close to finishing your Orchard Peach Satin Hands Nourishing Shea Cream? Let me know when you're ready for more!"
"Orchard Peach Satin Hands Pampering Set - Orchard Peach","body","Hey [Name], I wanted to check in — how are you enjoying the Orchard Peach Satin Hands Pampering Set?","Hey [Name], how are you? Just checking in — I hope you're loving your body care! Let me know if you have any questions or need anything!","Hey [Name]! Getting close to finishing your Orchard Peach Satin Hands Pampering Set? Let me know when you're ready for more!"
"Palette Cheek Brush","fallback","Hey [Name], I wanted to check in — how are you liking the Palette Cheek Brush so far?","Hey [Name], how are you? Just checking in — I hope you're loving everything! Let me know if you have any questions or need anything!","Hey [Name]! It's been a couple months — are you running low on the Palette Cheek Brush? I'd love to help you restock!"
"Special-Edition Mary Kay After-Sun Replenishing Gel","fallback","Hey [Name], I wanted to check in — how are you liking the Special-Edition After-Sun Replenishing Gel so far?","Hey [Name], how are you? Just checking in — I hope you're loving everything! Let me know if you have any questions or need anything!","Hey [Name]! It's been a couple months — are you running low on the Special-Edition After-Sun Replenishing Gel? I'd love to help you restock!"
"Special-Edition Mary Kay Blush Stick - Kind Spirit","color","Hey [Name], I wanted to check in — how are you loving the blush?","Hey [Name], how are you? Just checking in on your blush — I hope it's become a daily staple! Let me know if you have any questions or need anything!","Hey [Name]! Running low on the Special-Edition Blush Stick yet? Just say the word and I'll get more headed your way!"
"Special-Edition Mary Kay Blush Stick - Spark Change","color","Hey [Name], I wanted to check in — how are you loving the blush?","Hey [Name], how are you? Just checking in on your blush — I hope it's become a daily staple! Let me know if you have any questions or need anything!","Hey [Name]! Running low on the Special-Edition Blush Stick yet? Just say the word and I'll get more headed your way!"
"Thinking of You Eau de Parfum","fragrance","Hey [Name], I wanted to check in — have you gotten any compliments on your new scent yet?","Hey [Name], how are you? Just checking in — I hope your perfume is becoming your signature scent! Let me know if you have any questions or need anything!","Hey [Name]! How are you doing on the Thinking of You Eau de Parfum? Ready for another bottle?"
"TimeWise 4-in-1 Cleanser - Combination/Oily","skincare","Hey [Name], I wanted to check in — how are you enjoying the cleanser?","Hey [Name], how are you? Just checking in — the trick with a cleanser is sticking with it consistently! Week 2-3 is when most people really start noticing a difference! Let me know if you have any questions or need anything!","Hey [Name]! You're probably getting close to finishing your TimeWise 4-in-1 Cleanser — want me to get another one on the way before you run out?"
"TimeWise 4-in-1 Cleanser - Normal/Dry","skincare","Hey [Name], I wanted to check in — how are you enjoying the cleanser?","Hey [Name], how are you? Just checking in — the trick with a cleanser is sticking with it consistently! Week 2-3 is when most people really start noticing a difference! Let me know if you have any questions or need anything!","Hey [Name]! You're probably getting close to finishing your TimeWise 4-in-1 Cleanser — want me to get another one on the way before you run out?"
"TimeWise 4-in-1 Cleanser - Normal/Dry (Old SKU)","skincare","Hey [Name], I wanted to check in — how are you enjoying the cleanser?","Hey [Name], how are you? Just checking in — the trick with a cleanser is sticking with it consistently! Week 2-3 is when most people really start noticing a difference! Let me know if you have any questions or need anything!","Hey [Name]! You're probably getting close to finishing your TimeWise 4-in-1 Cleanser — want me to get another one on the way before you run out?"
"TimeWise Antioxidant Moisturizer - Combination/Oily","skincare","Hey [Name], I wanted to check in — how are you enjoying the moisturizer?","Hey [Name], how are you? Just checking in — the trick with a moisturizer is sticking with it consistently! Week 2-3 is when most people really start noticing a difference! Let me know if you have any questions or need anything!","Hey [Name]! You're probably getting close to finishing your TimeWise Antioxidant Moisturizer — want me to get another one on the way before you run out?"
"TimeWise Antioxidant Moisturizer - Normal/Dry","skincare","Hey [Name], I wanted to check in — how are you enjoying the moisturizer?","Hey [Name], how are you? Just checking in — the trick with a moisturizer is sticking with it consistently! Week 2-3 is when most people really start noticing a difference! Let me know if you have any questions or need anything!","Hey [Name]! You're probably getting close to finishing your TimeWise Antioxidant Moisturizer — want me to get another one on the way before you run out?"
"TimeWise Daytime Defender Sunscreen Broad Spectrum SPF 30","skincare","Hey [Name], I wanted to check in — how are you enjoying the skincare routine?","Hey [Name], how are you? Just checking in — the trick with a skincare routine is sticking with it consistently! Week 2-3 is when most people really start noticing a difference! Let me know if you have any questions or need anything!","Hey [Name]! You're probably getting close to finishing your TimeWise Daytime Defender — want me to get another one on the way before you run out?"
"TimeWise Eye Cream","skincare","Hey [Name], I wanted to check in — how are you enjoying the eye cream?","Hey [Name], how are you? Just checking in — the trick with a eye cream is sticking with it consistently! Week 2-3 is when most people really start noticing a difference! Let me know if you have any questions or need anything!","Hey [Name]! You're probably getting close to finishing your TimeWise Eye Cream — want me to get another one on the way before you run out?"
"TimeWise Firming Eye Cream","skincare","Hey [Name], I wanted to check in — how are you enjoying the eye cream?","Hey [Name], how are you? Just checking in — the trick with a eye cream is sticking with it consistently! Week 2-3 is when most people really start noticing a difference! Let me know if you have any questions or need anything!","Hey [Name]! You're probably getting close to finishing your TimeWise Firming Eye Cream — want me to get another one on the way before you run out?"
"TimeWise Luminous 3D Foundation - Beige C 110","skincare","Hey [Name], I wanted to check in — how are you enjoying the skincare routine?","Hey [Name], how are you? Just checking in — the trick with a skincare routine is sticking with it consistently! Week 2-3 is when most people really start noticing a difference! Let me know if you have any questions or need anything!","Hey [Name]! You're probably getting close to finishing your TimeWise Luminous 3D Foundation — want me to get another one on the way before you run out?"
"TimeWise Luminous 3D Foundation - Beige C 120","skincare","Hey [Name], I wanted to check in — how are you enjoying the skincare routine?","Hey [Name], how are you? Just checking in — the trick with a skincare routine is sticking with it consistently! Week 2-3 is when most people really start noticing a difference! Let me know if you have any questions or need anything!","Hey [Name]! You're probably getting close to finishing your TimeWise Luminous 3D Foundation — want me to get another one on the way before you run out?"
"TimeWise Luminous 3D Foundation - Beige C 130","skincare","Hey [Name], I wanted to check in — how are you enjoying the skincare routine?","Hey [Name], how are you? Just checking in — the trick with a skincare routine is sticking with it consistently! Week 2-3 is when most people really start noticing a difference! Let me know if you have any questions or need anything!","Hey [Name]! You're probably getting close to finishing your TimeWise Luminous 3D Foundation — want me to get another one on the way before you run out?"
"TimeWise Luminous 3D Foundation - Beige C 140","skincare","Hey [Name], I wanted to check in — how are you enjoying the skincare routine?","Hey [Name], how are you? Just checking in — the trick with a skincare routine is sticking with it consistently! Week 2-3 is when most people really start noticing a difference! Let me know if you have any questions or need anything!","Hey [Name]! You're probably getting close to finishing your TimeWise Luminous 3D Foundation — want me to get another one on the way before you run out?"
"TimeWise Luminous 3D Foundation - Beige C 220","skincare","Hey [Name], I wanted to check in — how are you enjoying the skincare routine?","Hey [Name], how are you? Just checking in — the trick with a skincare routine is sticking with it consistently! Week 2-3 is when most people really start noticing a difference! Let me know if you have any questions or need anything!","Hey [Name]! You're probably getting close to finishing your TimeWise Luminous 3D Foundation — want me to get another one on the way before you run out?"
"TimeWise Luminous 3D Foundation - Beige N 150","skincare","Hey [Name], I wanted to check in — how are you enjoying the skincare routine?","Hey [Name], how are you? Just checking in — the trick with a skincare routine is sticking with it consistently! Week 2-3 is when most people really start noticing a difference! Let me know if you have any questions or need anything!","Hey [Name]! You're probably getting close to finishing your TimeWise Luminous 3D Foundation — want me to get another one on the way before you run out?"
"TimeWise Luminous 3D Foundation - Beige N 190","skincare","Hey [Name], I wanted to check in — how are you enjoying the skincare routine?","Hey [Name], how are you? Just checking in — the trick with a skincare routine is sticking with it consistently! Week 2-3 is when most people really start noticing a difference! Let me know if you have any questions or need anything!","Hey [Name]! You're probably getting close to finishing your TimeWise Luminous 3D Foundation — want me to get another one on the way before you run out?"
"TimeWise Luminous 3D Foundation - Beige N 210","skincare","Hey [Name], I wanted to check in — how are you enjoying the skincare routine?","Hey [Name], how are you? Just checking in — the trick with a skincare routine is sticking with it consistently! Week 2-3 is when most people really start noticing a difference! Let me know if you have any questions or need anything!","Hey [Name]! You're probably getting close to finishing your TimeWise Luminous 3D Foundation — want me to get another one on the way before you run out?"
"TimeWise Luminous 3D Foundation - Beige W 100","skincare","Hey [Name], I wanted to check in — how are you enjoying the skincare routine?","Hey [Name], how are you? Just checking in — the trick with a skincare routine is sticking with it consistently! Week 2-3 is when most people really start noticing a difference! Let me know if you have any questions or need anything!","Hey [Name]! You're probably getting close to finishing your TimeWise Luminous 3D Foundation — want me to get another one on the way before you run out?"
"TimeWise Luminous 3D Foundation - Beige W 160","skincare","Hey [Name], I wanted to check in — how are you enjoying the skincare routine?","Hey [Name], how are you? Just checking in — the trick with a skincare routine is sticking with it consistently! Week 2-3 is when most people really start noticing a difference! Let me know if you have any questions or need anything!","Hey [Name]! You're probably getting close to finishing your TimeWise Luminous 3D Foundation — want me to get another one on the way before you run out?"
"TimeWise Luminous 3D Foundation - Beige W 180","skincare","Hey [Name], I wanted to check in — how are you enjoying the skincare routine?","Hey [Name], how are you? Just checking in — the trick with a skincare routine is sticking with it consistently! Week 2-3 is when most people really start noticing a difference! Let me know if you have any questions or need anything!","Hey [Name]! You're probably getting close to finishing your TimeWise Luminous 3D Foundation — want me to get another one on the way before you run out?"
"TimeWise Luminous 3D Foundation - Bronze C 160","skincare","Hey [Name], I wanted to check in — how are you enjoying the skincare routine?","Hey [Name], how are you? Just checking in — the trick with a skincare routine is sticking with it consistently! Week 2-3 is when most people really start noticing a difference! Let me know if you have any questions or need anything!","Hey [Name]! You're probably getting close to finishing your TimeWise Luminous 3D Foundation — want me to get another one on the way before you run out?"
"TimeWise Luminous 3D Foundation - Bronze C 170","skincare","Hey [Name], I wanted to check in — how are you enjoying the skincare routine?","Hey [Name], how are you? Just checking in — the trick with a skincare routine is sticking with it consistently! Week 2-3 is when most people really start noticing a difference! Let me know if you have any questions or need anything!","Hey [Name]! You're probably getting close to finishing your TimeWise Luminous 3D Foundation — want me to get another one on the way before you run out?"
"TimeWise Luminous 3D Foundation - Bronze W 100","skincare","Hey [Name], I wanted to check in — how are you enjoying the skincare routine?","Hey [Name], how are you? Just checking in — the trick with a skincare routine is sticking with it consistently! Week 2-3 is when most people really start noticing a difference! Let me know if you have any questions or need anything!","Hey [Name]! You're probably getting close to finishing your TimeWise Luminous 3D Foundation — want me to get another one on the way before you run out?"
"TimeWise Luminous 3D Foundation - Bronze W 130","skincare","Hey [Name], I wanted to check in — how are you enjoying the skincare routine?","Hey [Name], how are you? Just checking in — the trick with a skincare routine is sticking with it consistently! Week 2-3 is when most people really start noticing a difference! Let me know if you have any questions or need anything!","Hey [Name]! You're probably getting close to finishing your TimeWise Luminous 3D Foundation — want me to get another one on the way before you run out?"
"TimeWise Luminous 3D Foundation - Bronze W 150","skincare","Hey [Name], I wanted to check in — how are you enjoying the skincare routine?","Hey [Name], how are you? Just checking in — the trick with a skincare routine is sticking with it consistently! Week 2-3 is when most people really start noticing a difference! Let me know if you have any questions or need anything!","Hey [Name]! You're probably getting close to finishing your TimeWise Luminous 3D Foundation — want me to get another one on the way before you run out?"
"TimeWise Luminous 3D Foundation - Deep 1","skincare","Hey [Name], I wanted to check in — how are you enjoying the skincare routine?","Hey [Name], how are you? Just checking in — the trick with a skincare routine is sticking with it consistently! Week 2-3 is when most people really start noticing a difference! Let me know if you have any questions or need anything!","Hey [Name]! You're probably getting close to finishing your TimeWise Luminous 3D Foundation — want me to get another one on the way before you run out?"
"TimeWise Luminous 3D Foundation - Deep 10","skincare","Hey [Name], I wanted to check in — how are you enjoying the skincare routine?","Hey [Name], how are you? Just checking in — the trick with a skincare routine is sticking with it consistently! Week 2-3 is when most people really start noticing a difference! Let me know if you have any questions or need anything!","Hey [Name]! You're probably getting close to finishing your TimeWise Luminous 3D Foundation — want me to get another one on the way before you run out?"
"TimeWise Luminous 3D Foundation - Deep 11","skincare","Hey [Name], I wanted to check in — how are you enjoying the skincare routine?","Hey [Name], how are you? Just checking in — the trick with a skincare routine is sticking with it consistently! Week 2-3 is when most people really start noticing a difference! Let me know if you have any questions or need anything!","Hey [Name]! You're probably getting close to finishing your TimeWise Luminous 3D Foundation — want me to get another one on the way before you run out?"
